Verb,conjugation,subject,option,verb_translation,subject_translation,option_translation,verb_base,subject_base,option_base
nuire, nui, 3-sg-n, indicatif-imparfait, harm, it, indicatif imparfait,nuire,,
nuire, nui, 1-pl, indicatif-imparfait, harm, we, indicatif imparfait,nuire,,
nuire, nui, 2-pl, indicatif-imparfait, harm, you all, indicatif imparfait,nuire,,
nuire, nui, 3-pl-m, indicatif-imparfait, harm, they (m), indicatif imparfait,nuire,,
nuire, nui, 3-pl-f, indicatif-imparfait, harm, they (f), indicatif imparfait,nuire,,
nuire, nui, 1-sg, indicatif-passe-simple, harm, i, indicatif passe simple,nuire,,
nuire, nui, 2-sg, indicatif-passe-simple, harm, you, indicatif passe simple,nuire,,
nuire, nui, 3-sg-m, indicatif-passe-simple, harm, he, indicatif passe simple,nuire,,
nuire, nui, 3-sg-f, indicatif-passe-simple, harm, she, indicatif passe simple,nuire,,
nuire, nui, 3-sg-n, indicatif-passe-simple, harm, it, indicatif passe simple,nuire,,
nuire, nui, 1-pl, indicatif-passe-simple, harm, we, indicatif passe simple,nuire,,
nuire, nui, 2-pl, indicatif-passe-simple, harm, you all, indicatif passe simple,nuire,,
nuire, nui, 3-pl-m, indicatif-passe-simple, harm, they (m), indicatif passe simple,nuire,,
nuire, nui, 3-pl-f, indicatif-passe-simple, harm, they (f), indicatif passe simple,nuire,,
nuire, nui, 1-sg, indicatif-present, harm, i, indicatif present,nuire,,
nuire, nui, 2-sg, indicatif-present, harm, you, indicatif present,nuire,,
nuire, nui, 3-sg-m, indicatif-present, harm, he, indicatif present,nuire,,
nuire, nui, 3-sg-f, indicatif-present, harm, she, indicatif present,nuire,,
nuire, nui, 3-sg-n, indicatif-present, harm, it, indicatif present,nuire,,
nuire, nui, 1-pl, indicatif-present, harm, we, indicatif present,nuire,,
nuire, nui, 2-pl, indicatif-present, harm, you all, indicatif present,nuire,,
nuire, nui, 3-pl-m, indicatif-present, harm, they (m), indicatif present,nuire,,
nuire, nui, 3-pl-f, indicatif-present, harm, they (f), indicatif present,nuire,,
nuire, nui, 3-sg-m, participe-passe, harm, he, participe passe,nuire,,
nuire, nui, 3-pl-m, participe-passe, harm, they (m), participe passe,nuire,,
nuire, nui, 3-sg-f, participe-passe, harm, she, participe passe,nuire,,
nuire, nui, 3-pl-f, participe-passe, harm, they (f), participe passe,nuire,,
nuire, nui, 1-sg, subjonctif-imparfait, harm, i, subjonctif imparfait,nuire,,
nuire, nui, 2-sg, subjonctif-imparfait, harm, you, subjonctif imparfait,nuire,,
nuire, nui, 3-sg-m, subjonctif-imparfait, harm, he, subjonctif imparfait,nuire,,
nuire, nui, 3-sg-f, subjonctif-imparfait, harm, she, subjonctif imparfait,nuire,,
nuire, nui, 3-sg-n, subjonctif-imparfait, harm, it, subjonctif imparfait,nuire,,
nuire, nui, 1-pl, subjonctif-imparfait, harm, we, subjonctif imparfait,nuire,,
nuire, nui, 2-pl, subjonctif-imparfait, harm, you all, subjonctif imparfait,nuire,,
nuire, nui, 3-pl-m, subjonctif-imparfait, harm, they (m), subjonctif imparfait,nuire,,
nuire, nui, 3-pl-f, subjonctif-imparfait, harm, they (f), subjonctif imparfait,nuire,,
nuire, nui, 1-sg, subjonctif-present, harm, i, subjonctif present,nuire,,
nuire, nui, 2-sg, subjonctif-present, harm, you, subjonctif present,nuire,,
nuire, nui, 3-sg-m, subjonctif-present, harm, he, subjonctif present,nuire,,
nuire, nui, 3-sg-f, subjonctif-present, harm, she, subjonctif present,nuire,,
nuire, nui, 3-sg-n, subjonctif-present, harm, it, subjonctif present,nuire,,
nuire, nui, 1-pl, subjonctif-present, harm, we, subjonctif present,nuire,,
nuire, nui, 2-pl, subjonctif-present, harm, you all, subjonctif present,nuire,,
nuire, nui, 3-pl-m, subjonctif-present, harm, they (m), subjonctif present,nuire,,
nuire, nui, 3-pl-f, subjonctif-present, harm, they (f), subjonctif present,nuire,,
ouir, o, 1-sg, conditionnel-present, hear, i, conditionnel present,ouir,,
ouir, o, 2-sg, conditionnel-present, hear, you, conditionnel present,ouir,,
ouir, o, 3-sg-m, conditionnel-present, hear, he, conditionnel present,ouir,,
ouir, o, 3-sg-f, conditionnel-present, hear, she, conditionnel present,ouir,,
ouir, o, 3-sg-n, conditionnel-present, hear, it, conditionnel present,ouir,,
ouir, o, 1-pl, conditionnel-present, hear, we, conditionnel present,ouir,,
ouir, o, 2-pl, conditionnel-present, hear, you all, conditionnel present,ouir,,
ouir, o, 3-pl-m, conditionnel-present, hear, they (m), conditionnel present,ouir,,
ouir, o, 3-pl-f, conditionnel-present, hear, they (f), conditionnel present,ouir,,
ouir, o, 1-sg, imperatif-present, hear, i, imperatif present,ouir,,
ouir, o, 2-sg, imperatif-present, hear, you, imperatif present,ouir,,
ouir, o, 3-sg-m, imperatif-present, hear, he, imperatif present,ouir,,
ouir, o, 3-sg-f, imperatif-present, hear, she, imperatif present,ouir,,
ouir, o, 3-sg-n, imperatif-present, hear, it, imperatif present,ouir,,
ouir, o, 1-sg, indicatif-futur, hear, i, indicatif futur,ouir,,
ouir, o, 2-sg, indicatif-futur, hear, you, indicatif futur,ouir,,
ouir, o, 3-sg-m, indicatif-futur, hear, he, indicatif futur,ouir,,
ouir, o, 3-sg-f, indicatif-futur, hear, she, indicatif futur,ouir,,
ouir, o, 3-sg-n, indicatif-futur, hear, it, indicatif futur,ouir,,
ouir, o, 1-pl, indicatif-futur, hear, we, indicatif futur,ouir,,
ouir, o, 2-pl, indicatif-futur, hear, you all, indicatif futur,ouir,,
ouir, o, 3-pl-m, indicatif-futur, hear, they (m), indicatif futur,ouir,,
ouir, o, 3-pl-f, indicatif-futur, hear, they (f), indicatif futur,ouir,,
ouir, o, 1-sg, indicatif-imparfait, hear, i, indicatif imparfait,ouir,,
ouir, o, 2-sg, indicatif-imparfait, hear, you, indicatif imparfait,ouir,,
ouir, o, 3-sg-m, indicatif-imparfait, hear, he, indicatif imparfait,ouir,,
ouir, o, 3-sg-f, indicatif-imparfait, hear, she, indicatif imparfait,ouir,,
ouir, o, 3-sg-n, indicatif-imparfait, hear, it, indicatif imparfait,ouir,,
ouir, o, 1-pl, indicatif-imparfait, hear, we, indicatif imparfait,ouir,,
ouir, o, 2-pl, indicatif-imparfait, hear, you all, indicatif imparfait,ouir,,
ouir, o, 3-pl-m, indicatif-imparfait, hear, they (m), indicatif imparfait,ouir,,
ouir, o, 3-pl-f, indicatif-imparfait, hear, they (f), indicatif imparfait,ouir,,
ouir, o, 1-sg, indicatif-passe-simple, hear, i, indicatif passe simple,ouir,,
ouir, o, 2-sg, indicatif-passe-simple, hear, you, indicatif passe simple,ouir,,
ouir, o, 3-sg-m, indicatif-passe-simple, hear, he, indicatif passe simple,ouir,,
ouir, o, 3-sg-f, indicatif-passe-simple, hear, she, indicatif passe simple,ouir,,
ouir, o, 3-sg-n, indicatif-passe-simple, hear, it, indicatif passe simple,ouir,,
ouir, o, 1-pl, indicatif-passe-simple, hear, we, indicatif passe simple,ouir,,
ouir, o, 2-pl, indicatif-passe-simple, hear, you all, indicatif passe simple,ouir,,
ouir, o, 3-pl-m, indicatif-passe-simple, hear, they (m), indicatif passe simple,ouir,,
ouir, o, 3-pl-f, indicatif-passe-simple, hear, they (f), indicatif passe simple,ouir,,
ouir, o, 1-sg, indicatif-present, hear, i, indicatif present,ouir,,
ouir, o, 2-sg, indicatif-present, hear, you, indicatif present,ouir,,
ouir, o, 3-sg-m, indicatif-present, hear, he, indicatif present,ouir,,
ouir, o, 3-sg-f, indicatif-present, hear, she, indicatif present,ouir,,
ouir, o, 3-sg-n, indicatif-present, hear, it, indicatif present,ouir,,
ouir, o, 1-pl, indicatif-present, hear, we, indicatif present,ouir,,
ouir, o, 2-pl, indicatif-present, hear, you all, indicatif present,ouir,,
ouir, o, 3-pl-m, indicatif-present, hear, they (m), indicatif present,ouir,,
ouir, o, 3-pl-f, indicatif-present, hear, they (f), indicatif present,ouir,,
ouir, o, 3-sg-m, participe-passe, hear, he, participe passe,ouir,,
ouir, o, 3-pl-m, participe-passe, hear, they (m), participe passe,ouir,,
ouir, o, 3-sg-f, participe-passe, hear, she, participe passe,ouir,,
ouir, o, 3-pl-f, participe-passe, hear, they (f), participe passe,ouir,,
ouir, o, 1-sg, subjonctif-imparfait, hear, i, subjonctif imparfait,ouir,,
ouir, o, 2-sg, subjonctif-imparfait, hear, you, subjonctif imparfait,ouir,,
ouir, o, 3-sg-m, subjonctif-imparfait, hear, he, subjonctif imparfait,ouir,,
ouir, o, 3-sg-f, subjonctif-imparfait, hear, she, subjonctif imparfait,ouir,,
ouir, o, 3-sg-n, subjonctif-imparfait, hear, it, subjonctif imparfait,ouir,,
ouir, o, 1-pl, subjonctif-imparfait, hear, we, subjonctif imparfait,ouir,,
ouir, o, 2-pl, subjonctif-imparfait, hear, you all, subjonctif imparfait,ouir,,
ouir, o, 3-pl-m, subjonctif-imparfait, hear, they (m), subjonctif imparfait,ouir,,
ouir, o, 3-pl-f, subjonctif-imparfait, hear, they (f), subjonctif imparfait,ouir,,
ouir, o, 1-sg, subjonctif-present, hear, i, subjonctif present,ouir,,
ouir, o, 2-sg, subjonctif-present, hear, you, subjonctif present,ouir,,
ouir, o, 3-sg-m, subjonctif-present, hear, he, subjonctif present,ouir,,
ouir, o, 3-sg-f, subjonctif-present, hear, she, subjonctif present,ouir,,
ouir, o, 3-sg-n, subjonctif-present, hear, it, subjonctif present,ouir,,
ouir, o, 1-pl, subjonctif-present, hear, we, subjonctif present,ouir,,
ouir, o, 2-pl, subjonctif-present, hear, you all, subjonctif present,ouir,,
ouir, o, 3-pl-m, subjonctif-present, hear, they (m), subjonctif present,ouir,,
ouir, o, 3-pl-f, subjonctif-present, hear, they (f), subjonctif present,ouir,,
occire, occi, 1-sg, conditionnel-present, slay, i, conditionnel present,occire,,
occire, occi, 2-sg, conditionnel-present, slay, you, conditionnel present,occire,,
occire, occi, 3-sg-m, conditionnel-present, slay, he, conditionnel present,occire,,
occire, occi, 3-sg-f, conditionnel-present, slay, she, conditionnel present,occire,,
occire, occi, 3-sg-n, conditionnel-present, slay, it, conditionnel present,occire,,
occire, occi, 1-pl, conditionnel-present, slay, we, conditionnel present,occire,,
occire, occi, 2-pl, conditionnel-present, slay, you all, conditionnel present,occire,,
occire, occi, 3-pl-m, conditionnel-present, slay, they (m), conditionnel present,occire,,
occire, occi, 3-pl-f, conditionnel-present, slay, they (f), conditionnel present,occire,,
occire, occi, 1-sg, imperatif-present, slay, i, imperatif present,occire,,
occire, occi, 2-sg, imperatif-present, slay, you, imperatif present,occire,,
occire, occi, 3-sg-m, imperatif-present, slay, he, imperatif present,occire,,
occire, occi, 3-sg-f, imperatif-present, slay, she, imperatif present,occire,,
occire, occi, 3-sg-n, imperatif-present, slay, it, imperatif present,occire,,
occire, occi, 1-sg, indicatif-futur, slay, i, indicatif futur,occire,,
occire, occi, 2-sg, indicatif-futur, slay, you, indicatif futur,occire,,
occire, occi, 3-sg-m, indicatif-futur, slay, he, indicatif futur,occire,,
occire, occi, 3-sg-f, indicatif-futur, slay, she, indicatif futur,occire,,
occire, occi, 3-sg-n, indicatif-futur, slay, it, indicatif futur,occire,,
occire, occi, 1-pl, indicatif-futur, slay, we, indicatif futur,occire,,
occire, occi, 2-pl, indicatif-futur, slay, you all, indicatif futur,occire,,
occire, occi, 3-pl-m, indicatif-futur, slay, they (m), indicatif futur,occire,,
occire, occi, 3-pl-f, indicatif-futur, slay, they (f), indicatif futur,occire,,
occire, occi, 1-sg, indicatif-imparfait, slay, i, indicatif imparfait,occire,,
occire, occi, 2-sg, indicatif-imparfait, slay, you, indicatif imparfait,occire,,
occire, occi, 3-sg-m, indicatif-imparfait, slay, he, indicatif imparfait,occire,,
occire, occi, 3-sg-f, indicatif-imparfait, slay, she, indicatif imparfait,occire,,
occire, occi, 3-sg-n, indicatif-imparfait, slay, it, indicatif imparfait,occire,,
occire, occi, 1-pl, indicatif-imparfait, slay, we, indicatif imparfait,occire,,
occire, occi, 2-pl, indicatif-imparfait, slay, you all, indicatif imparfait,occire,,
occire, occi, 3-pl-m, indicatif-imparfait, slay, they (m), indicatif imparfait,occire,,
occire, occi, 3-pl-f, indicatif-imparfait, slay, they (f), indicatif imparfait,occire,,
occire, occi, 1-sg, indicatif-passe-simple, slay, i, indicatif passe simple,occire,,
occire, occi, 2-sg, indicatif-passe-simple, slay, you, indicatif passe simple,occire,,
occire, occi, 3-sg-m, indicatif-passe-simple, slay, he, indicatif passe simple,occire,,
occire, occi, 3-sg-f, indicatif-passe-simple, slay, she, indicatif passe simple,occire,,
occire, occi, 3-sg-n, indicatif-passe-simple, slay, it, indicatif passe simple,occire,,
occire, occi, 1-pl, indicatif-passe-simple, slay, we, indicatif passe simple,occire,,
occire, occi, 2-pl, indicatif-passe-simple, slay, you all, indicatif passe simple,occire,,
occire, occi, 3-pl-m, indicatif-passe-simple, slay, they (m), indicatif passe simple,occire,,
occire, occi, 3-pl-f, indicatif-passe-simple, slay, they (f), indicatif passe simple,occire,,
occire, occi, 1-sg, indicatif-present, slay, i, indicatif present,occire,,
occire, occi, 2-sg, indicatif-present, slay, you, indicatif present,occire,,
occire, occi, 3-sg-m, indicatif-present, slay, he, indicatif present,occire,,
occire, occi, 3-sg-f, indicatif-present, slay, she, indicatif present,occire,,
occire, occi, 3-sg-n, indicatif-present, slay, it, indicatif present,occire,,
occire, occi, 1-pl, indicatif-present, slay, we, indicatif present,occire,,
occire, occi, 2-pl, indicatif-present, slay, you all, indicatif present,occire,,
occire, occi, 3-pl-m, indicatif-present, slay, they (m), indicatif present,occire,,
occire, occi, 3-pl-f, indicatif-present, slay, they (f), indicatif present,occire,,
occire, occi, 3-sg-m, participe-passe, slay, he, participe passe,occire,,
occire, occi, 3-pl-m, participe-passe, slay, they (m), participe passe,occire,,
occire, occi, 3-sg-f, participe-passe, slay, she, participe passe,occire,,
occire, occi, 3-pl-f, participe-passe, slay, they (f), participe passe,occire,,
occire, occi, 1-sg, subjonctif-imparfait, slay, i, subjonctif imparfait,occire,,
occire, occi, 2-sg, subjonctif-imparfait, slay, you, subjonctif imparfait,occire,,
occire, occi, 3-sg-m, subjonctif-imparfait, slay, he, subjonctif imparfait,occire,,
occire, occi, 3-sg-f, subjonctif-imparfait, slay, she, subjonctif imparfait,occire,,
occire, occi, 3-sg-n, subjonctif-imparfait, slay, it, subjonctif imparfait,occire,,
occire, occi, 1-pl, subjonctif-imparfait, slay, we, subjonctif imparfait,occire,,
occire, occi, 2-pl, subjonctif-imparfait, slay, you all, subjonctif imparfait,occire,,
occire, occi, 3-pl-m, subjonctif-imparfait, slay, they (m), subjonctif imparfait,occire,,
occire, occi, 3-pl-f, subjonctif-imparfait, slay, they (f), subjonctif imparfait,occire,,
occire, occi, 1-sg, subjonctif-present, slay, i, subjonctif present,occire,,
occire, occi, 2-sg, subjonctif-present, slay, you, subjonctif present,occire,,
occire, occi, 3-sg-m, subjonctif-present, slay, he, subjonctif present,occire,,
occire, occi, 3-sg-f, subjonctif-present, slay, she, subjonctif present,occire,,
occire, occi, 3-sg-n, subjonctif-present, slay, it, subjonctif present,occire,,
occire, occi, 1-pl, subjonctif-present, slay, we, subjonctif present,occire,,
occire, occi, 2-pl, subjonctif-present, slay, you all, subjonctif present,occire,,
occire, occi, 3-pl-m, subjonctif-present, slay, they (m), subjonctif present,occire,,
occire, occi, 3-pl-f, subjonctif-present, slay, they (f), subjonctif present,occire,,
oindre, oi, 1-sg, conditionnel-present, anoint, i, conditionnel present,oindre,,
oindre, oi, 2-sg, conditionnel-present, anoint, you, conditionnel present,oindre,,
oindre, oi, 3-sg-m, conditionnel-present, anoint, he, conditionnel present,oindre,,
oindre, oi, 3-sg-f, conditionnel-present, anoint, she, conditionnel present,oindre,,
oindre, oi, 3-sg-n, conditionnel-present, anoint, it, conditionnel present,oindre,,
oindre, oi, 1-pl, conditionnel-present, anoint, we, conditionnel present,oindre,,
oindre, oi, 2-pl, conditionnel-present, anoint, you all, conditionnel present,oindre,,
oindre, oi, 3-pl-m, conditionnel-present, anoint, they (m), conditionnel present,oindre,,
oindre, oi, 3-pl-f, conditionnel-present, anoint, they (f), conditionnel present,oindre,,
oindre, oi, 1-sg, imperatif-present, anoint, i, imperatif present,oindre,,
oindre, oi, 2-sg, imperatif-present, anoint, you, imperatif present,oindre,,
oindre, oi, 3-sg-m, imperatif-present, anoint, he, imperatif present,oindre,,
oindre, oi, 3-sg-f, imperatif-present, anoint, she, imperatif present,oindre,,
oindre, oi, 3-sg-n, imperatif-present, anoint, it, imperatif present,oindre,,
oindre, oi, 1-sg, indicatif-futur, anoint, i, indicatif futur,oindre,,
oindre, oi, 2-sg, indicatif-futur, anoint, you, indicatif futur,oindre,,
oindre, oi, 3-sg-m, indicatif-futur, anoint, he, indicatif futur,oindre,,
oindre, oi, 3-sg-f, indicatif-futur, anoint, she, indicatif futur,oindre,,
oindre, oi, 3-sg-n, indicatif-futur, anoint, it, indicatif futur,oindre,,
oindre, oi, 1-pl, indicatif-futur, anoint, we, indicatif futur,oindre,,
oindre, oi, 2-pl, indicatif-futur, anoint, you all, indicatif futur,oindre,,
oindre, oi, 3-pl-m, indicatif-futur, anoint, they (m), indicatif futur,oindre,,
oindre, oi, 3-pl-f, indicatif-futur, anoint, they (f), indicatif futur,oindre,,
oindre, oi, 1-sg, indicatif-imparfait, anoint, i, indicatif imparfait,oindre,,
oindre, oi, 2-sg, indicatif-imparfait, anoint, you, indicatif imparfait,oindre,,
oindre, oi, 3-sg-m, indicatif-imparfait, anoint, he, indicatif imparfait,oindre,,
oindre, oi, 3-sg-f, indicatif-imparfait, anoint, she, indicatif imparfait,oindre,,
oindre, oi, 3-sg-n, indicatif-imparfait, anoint, it, indicatif imparfait,oindre,,
oindre, oi, 1-pl, indicatif-imparfait, anoint, we, indicatif imparfait,oindre,,
oindre, oi, 2-pl, indicatif-imparfait, anoint, you all, indicatif imparfait,oindre,,
oindre, oi, 3-pl-m, indicatif-imparfait, anoint, they (m), indicatif imparfait,oindre,,
oindre, oi, 3-pl-f, indicatif-imparfait, anoint, they (f), indicatif imparfait,oindre,,
oindre, oi, 1-sg, indicatif-passe-simple, anoint, i, indicatif passe simple,oindre,,
oindre, oi, 2-sg, indicatif-passe-simple, anoint, you, indicatif passe simple,oindre,,
oindre, oi, 3-sg-m, indicatif-passe-simple, anoint, he, indicatif passe simple,oindre,,
oindre, oi, 3-sg-f, indicatif-passe-simple, anoint, she, indicatif passe simple,oindre,,
oindre, oi, 3-sg-n, indicatif-passe-simple, anoint, it, indicatif passe simple,oindre,,
oindre, oi, 1-pl, indicatif-passe-simple, anoint, we, indicatif passe simple,oindre,,
oindre, oi, 2-pl, indicatif-passe-simple, anoint, you all, indicatif passe simple,oindre,,
oindre, oi, 3-pl-m, indicatif-passe-simple, anoint, they (m), indicatif passe simple,oindre,,
oindre, oi, 3-pl-f, indicatif-passe-simple, anoint, they (f), indicatif passe simple,oindre,,
oindre, oi, 1-sg, indicatif-present, anoint, i, indicatif present,oindre,,
oindre, oi, 2-sg, indicatif-present, anoint, you, indicatif present,oindre,,
oindre, oi, 3-sg-m, indicatif-present, anoint, he, indicatif present,oindre,,
oindre, oi, 3-sg-f, indicatif-present, anoint, she, indicatif present,oindre,,
oindre, oi, 3-sg-n, indicatif-present, anoint, it, indicatif present,oindre,,
oindre, oi, 1-pl, indicatif-present, anoint, we, indicatif present,oindre,,
oindre, oi, 2-pl, indicatif-present, anoint, you all, indicatif present,oindre,,
oindre, oi, 3-pl-m, indicatif-present, anoint, they (m), indicatif present,oindre,,
oindre, oi, 3-pl-f, indicatif-present, anoint, they (f), indicatif present,oindre,,
oindre, oi, 3-sg-m, participe-passe, anoint, he, participe passe,oindre,,
oindre, oi, 3-pl-m, participe-passe, anoint, they (m), participe passe,oindre,,
oindre, oi, 3-sg-f, participe-passe, anoint, she, participe passe,oindre,,
oindre, oi, 3-pl-f, participe-passe, anoint, they (f), participe passe,oindre,,
oindre, oi, 1-sg, subjonctif-imparfait, anoint, i, subjonctif imparfait,oindre,,
oindre, oi, 2-sg, subjonctif-imparfait, anoint, you, subjonctif imparfait,oindre,,
oindre, oi, 3-sg-m, subjonctif-imparfait, anoint, he, subjonctif imparfait,oindre,,
oindre, oi, 3-sg-f, subjonctif-imparfait, anoint, she, subjonctif imparfait,oindre,,
oindre, oi, 3-sg-n, subjonctif-imparfait, anoint, it, subjonctif imparfait,oindre,,
oindre, oi, 1-pl, subjonctif-imparfait, anoint, we, subjonctif imparfait,oindre,,
oindre, oi, 2-pl, subjonctif-imparfait, anoint, you all, subjonctif imparfait,oindre,,
oindre, oi, 3-pl-m, subjonctif-imparfait, anoint, they (m), subjonctif imparfait,oindre,,
oindre, oi, 3-pl-f, subjonctif-imparfait, anoint, they (f), subjonctif imparfait,oindre,,
oindre, oi, 1-sg, subjonctif-present, anoint, i, subjonctif present,oindre,,
oindre, oi, 2-sg, subjonctif-present, anoint, you, subjonctif present,oindre,,
oindre, oi, 3-sg-m, subjonctif-present, anoint, he, subjonctif present,oindre,,
oindre, oi, 3-sg-f, subjonctif-present, anoint, she, subjonctif present,oindre,,
oindre, oi, 3-sg-n, subjonctif-present, anoint, it, subjonctif present,oindre,,
oindre, oi, 1-pl, subjonctif-present, anoint, we, subjonctif present,oindre,,
oindre, oi, 2-pl, subjonctif-present, anoint, you all, subjonctif present,oindre,,
oindre, oi, 3-pl-m, subjonctif-present, anoint, they (m), subjonctif present,oindre,,
oindre, oi, 3-pl-f, subjonctif-present, anoint, they (f), subjonctif present,oindre,,
ouvrir, ouv, 1-sg, conditionnel-present, open, i, conditionnel present,ouvrir,,
ouvrir, ouv, 2-sg, conditionnel-present, open, you, conditionnel present,ouvrir,,
ouvrir, ouv, 3-sg-m, conditionnel-present, open, he, conditionnel present,ouvrir,,
ouvrir, ouv, 3-sg-f, conditionnel-present, open, she, conditionnel present,ouvrir,,
ouvrir, ouv, 3-sg-n, conditionnel-present, open, it, conditionnel present,ouvrir,,
ouvrir, ouv, 1-pl, conditionnel-present, open, we, conditionnel present,ouvrir,,
ouvrir, ouv, 2-pl, conditionnel-present, open, you all, conditionnel present,ouvrir,,
ouvrir, ouv, 3-pl-m, conditionnel-present, open, they (m), conditionnel present,ouvrir,,
ouvrir, ouv, 3-pl-f, conditionnel-present, open, they (f), conditionnel present,ouvrir,,
ouvrir, ouv, 1-sg, imperatif-present, open, i, imperatif present,ouvrir,,
ouvrir, ouv, 2-sg, imperatif-present, open, you, imperatif present,ouvrir,,
ouvrir, ouv, 3-sg-m, imperatif-present, open, he, imperatif present,ouvrir,,
ouvrir, ouv, 3-sg-f, imperatif-present, open, she, imperatif present,ouvrir,,
ouvrir, ouv, 3-sg-n, imperatif-present, open, it, imperatif present,ouvrir,,
ouvrir, ouv, 1-sg, indicatif-futur, open, i, indicatif futur,ouvrir,,
ouvrir, ouv, 2-sg, indicatif-futur, open, you, indicatif futur,ouvrir,,
ouvrir, ouv, 3-sg-m, indicatif-futur, open, he, indicatif futur,ouvrir,,
ouvrir, ouv, 3-sg-f, indicatif-futur, open, she, indicatif futur,ouvrir,,
ouvrir, ouv, 3-sg-n, indicatif-futur, open, it, indicatif futur,ouvrir,,
ouvrir, ouv, 1-pl, indicatif-futur, open, we, indicatif futur,ouvrir,,
ouvrir, ouv, 2-pl, indicatif-futur, open, you all, indicatif futur,ouvrir,,
ouvrir, ouv, 3-pl-m, indicatif-futur, open, they (m), indicatif futur,ouvrir,,
ouvrir, ouv, 3-pl-f, indicatif-futur, open, they (f), indicatif futur,ouvrir,,
ouvrir, ouv, 1-sg, indicatif-imparfait, open, i, indicatif imparfait,ouvrir,,
ouvrir, ouv, 2-sg, indicatif-imparfait, open, you, indicatif imparfait,ouvrir,,
ouvrir, ouv, 3-sg-m, indicatif-imparfait, open, he, indicatif imparfait,ouvrir,,
ouvrir, ouv, 3-sg-f, indicatif-imparfait, open, she, indicatif imparfait,ouvrir,,
ouvrir, ouv, 3-sg-n, indicatif-imparfait, open, it, indicatif imparfait,ouvrir,,
ouvrir, ouv, 1-pl, indicatif-imparfait, open, we, indicatif imparfait,ouvrir,,
ouvrir, ouv, 2-pl, indicatif-imparfait, open, you all, indicatif imparfait,ouvrir,,
ouvrir, ouv, 3-pl-m, indicatif-imparfait, open, they (m), indicatif imparfait,ouvrir,,
ouvrir, ouv, 3-pl-f, indicatif-imparfait, open, they (f), indicatif imparfait,ouvrir,,
ouvrir, ouv, 1-sg, indicatif-passe-simple, open, i, indicatif passe simple,ouvrir,,
ouvrir, ouv, 2-sg, indicatif-passe-simple, open, you, indicatif passe simple,ouvrir,,
ouvrir, ouv, 3-sg-m, indicatif-passe-simple, open, he, indicatif passe simple,ouvrir,,
ouvrir, ouv, 3-sg-f, indicatif-passe-simple, open, she, indicatif passe simple,ouvrir,,
ouvrir, ouv, 3-sg-n, indicatif-passe-simple, open, it, indicatif passe simple,ouvrir,,
ouvrir, ouv, 1-pl, indicatif-passe-simple, open, we, indicatif passe simple,ouvrir,,
ouvrir, ouv, 2-pl, indicatif-passe-simple, open, you all, indicatif passe simple,ouvrir,,
ouvrir, ouv, 3-pl-m, indicatif-passe-simple, open, they (m), indicatif passe simple,ouvrir,,
ouvrir, ouv, 3-pl-f, indicatif-passe-simple, open, they (f), indicatif passe simple,ouvrir,,
ouvrir, ouv, 1-sg, indicatif-present, open, i, indicatif present,ouvrir,,
ouvrir, ouv, 2-sg, indicatif-present, open, you, indicatif present,ouvrir,,
ouvrir, ouv, 3-sg-m, indicatif-present, open, he, indicatif present,ouvrir,,
ouvrir, ouv, 3-sg-f, indicatif-present, open, she, indicatif present,ouvrir,,
ouvrir, ouv, 3-sg-n, indicatif-present, open, it, indicatif present,ouvrir,,
ouvrir, ouv, 1-pl, indicatif-present, open, we, indicatif present,ouvrir,,
ouvrir, ouv, 2-pl, indicatif-present, open, you all, indicatif present,ouvrir,,
ouvrir, ouv, 3-pl-m, indicatif-present, open, they (m), indicatif present,ouvrir,,
ouvrir, ouv, 3-pl-f, indicatif-present, open, they (f), indicatif present,ouvrir,,
ouvrir, ouv, 3-sg-m, participe-passe, open, he, participe passe,ouvrir,,
ouvrir, ouv, 3-pl-m, participe-passe, open, they (m), participe passe,ouvrir,,
ouvrir, ouv, 3-sg-f, participe-passe, open, she, participe passe,ouvrir,,
ouvrir, ouv, 3-pl-f, participe-passe, open, they (f), participe passe,ouvrir,,
ouvrir, ouv, 1-sg, subjonctif-imparfait, open, i, subjonctif imparfait,ouvrir,,
ouvrir, ouv, 2-sg, subjonctif-imparfait, open, you, subjonctif imparfait,ouvrir,,
ouvrir, ouv, 3-sg-m, subjonctif-imparfait, open, he, subjonctif imparfait,ouvrir,,
ouvrir, ouv, 3-sg-f, subjonctif-imparfait, open, she, subjonctif imparfait,ouvrir,,
ouvrir, ouv, 3-sg-n, subjonctif-imparfait, open, it, subjonctif imparfait,ouvrir,,
ouvrir, ouv, 1-pl, subjonctif-imparfait, open, we, subjonctif imparfait,ouvrir,,
ouvrir, ouv, 2-pl, subjonctif-imparfait, open, you all, subjonctif imparfait,ouvrir,,
ouvrir, ouv, 3-pl-m, subjonctif-imparfait, open, they (m), subjonctif imparfait,ouvrir,,
ouvrir, ouv, 3-pl-f, subjonctif-imparfait, open, they (f), subjonctif imparfait,ouvrir,,
ouvrir, ouv, 1-sg, subjonctif-present, open, i, subjonctif present,ouvrir,,
ouvrir, ouv, 2-sg, subjonctif-present, open, you, subjonctif present,ouvrir,,
ouvrir, ouv, 3-sg-m, subjonctif-present, open, he, subjonctif present,ouvrir,,
ouvrir, ouv, 3-sg-f, subjonctif-present, open, she, subjonctif present,ouvrir,,
