Verb,conjugation,subject,option,verb_translation,subject_translation,option_translation,verb_base
nettoyer, netto, 3-sg-f, indicatif-present, clean, She, Indicative,nettoyer
nettoyer, netto, 3-sg-n, indicatif-present, clean, It, Indicative,nettoyer
nettoyer, netto, 1-pl, indicatif-present, clean, We, Indicative,nettoyer
nettoyer, netto, 2-pl, indicatif-present, clean, You all, Indicative,nettoyer
nettoyer, netto, 3-pl-m, indicatif-present, clean, They (m), Indicative,nettoyer
nettoyer, netto, 3-pl-f, indicatif-present, clean, They (f), Indicative,nettoyer
nettoyer, netto, 3-sg-m, participe-passe, clean, He, Participal,nettoyer
nettoyer, netto, 3-pl-m, participe-passe, clean, They (m), Participal,nettoyer
nettoyer, netto, 3-sg-f, participe-passe, clean, She, Participal,nettoyer
nettoyer, netto, 3-pl-f, participe-passe, clean, They (f), Participal,nettoyer
nettoyer, netto, 1-sg, subjonctif-imparfait, clean, I, Subjonctive,nettoyer
nettoyer, netto, 2-sg, subjonctif-imparfait, clean, You, Subjonctive,nettoyer
nettoyer, netto, 3-sg-m, subjonctif-imparfait, clean, He, Subjonctive,nettoyer
nettoyer, netto, 3-sg-f, subjonctif-imparfait, clean, She, Subjonctive,nettoyer
nettoyer, netto, 3-sg-n, subjonctif-imparfait, clean, It, Subjonctive,nettoyer
nettoyer, netto, 1-pl, subjonctif-imparfait, clean, We, Subjonctive,nettoyer
nettoyer, netto, 2-pl, subjonctif-imparfait, clean, You all, Subjonctive,nettoyer
nettoyer, netto, 3-pl-m, subjonctif-imparfait, clean, They (m), Subjonctive,nettoyer
nettoyer, netto, 3-pl-f, subjonctif-imparfait, clean, They (f), Subjonctive,nettoyer
nettoyer, netto, 1-sg, subjonctif-present, clean, I, Subjonctive,nettoyer
nettoyer, netto, 2-sg, subjonctif-present, clean, You, Subjonctive,nettoyer
nettoyer, netto, 3-sg-m, subjonctif-present, clean, He, Subjonctive,nettoyer
nettoyer, netto, 3-sg-f, subjonctif-present, clean, She, Subjonctive,nettoyer
nettoyer, netto, 3-sg-n, subjonctif-present, clean, It, Subjonctive,nettoyer
nettoyer, netto, 1-pl, subjonctif-present, clean, We, Subjonctive,nettoyer
nettoyer, netto, 2-pl, subjonctif-present, clean, You all, Subjonctive,nettoyer
nettoyer, netto, 3-pl-m, subjonctif-present, clean, They (m), Subjonctive,nettoyer
nettoyer, netto, 3-pl-f, subjonctif-present, clean, They (f), Subjonctive,nettoyer
nuire, nui, 1-sg, conditionnel-present, harm, I, Conditional,nuire
nuire, nui, 2-sg, conditionnel-present, harm, You, Conditional,nuire
nuire, nui, 3-sg-m, conditionnel-present, harm, He, Conditional,nuire
nuire, nui, 3-sg-f, conditionnel-present, harm, She, Conditional,nuire
nuire, nui, 3-sg-n, conditionnel-present, harm, It, Conditional,nuire
nuire, nui, 1-pl, conditionnel-present, harm, We, Conditional,nuire
nuire, nui, 2-pl, conditionnel-present, harm, You all, Conditional,nuire
nuire, nui, 3-pl-m, conditionnel-present, harm, They (m), Conditional,nuire
nuire, nui, 3-pl-f, conditionnel-present, harm, They (f), Conditional,nuire
nuire, nui, 1-sg, imperatif-present, harm, I, Imperative,nuire
nuire, nui, 2-sg, imperatif-present, harm, You, Imperative,nuire
nuire, nui, 3-sg-m, imperatif-present, harm, He, Imperative,nuire
nuire, nui, 3-sg-f, imperatif-present, harm, She, Imperative,nuire
nuire, nui, 3-sg-n, imperatif-present, harm, It, Imperative,nuire
nuire, nui, 1-sg, indicatif-futur, harm, I, Indicative,nuire
nuire, nui, 2-sg, indicatif-futur, harm, You, Indicative,nuire
nuire, nui, 3-sg-m, indicatif-futur, harm, He, Indicative,nuire
nuire, nui, 3-sg-f, indicatif-futur, harm, She, Indicative,nuire
nuire, nui, 3-sg-n, indicatif-futur, harm, It, Indicative,nuire
nuire, nui, 1-pl, indicatif-futur, harm, We, Indicative,nuire
nuire, nui, 2-pl, indicatif-futur, harm, You all, Indicative,nuire
nuire, nui, 3-pl-m, indicatif-futur, harm, They (m), Indicative,nuire
nuire, nui, 3-pl-f, indicatif-futur, harm, They (f), Indicative,nuire
nuire, nui, 1-sg, indicatif-imparfait, harm, I, Indicative,nuire
nuire, nui, 2-sg, indicatif-imparfait, harm, You, Indicative,nuire
nuire, nui, 3-sg-m, indicatif-imparfait, harm, He, Indicative,nuire
nuire, nui, 3-sg-f, indicatif-imparfait, harm, She, Indicative,nuire
nuire, nui, 3-sg-n, indicatif-imparfait, harm, It, Indicative,nuire
nuire, nui, 1-pl, indicatif-imparfait, harm, We, Indicative,nuire
nuire, nui, 2-pl, indicatif-imparfait, harm, You all, Indicative,nuire
nuire, nui, 3-pl-m, indicatif-imparfait, harm, They (m), Indicative,nuire
nuire, nui, 3-pl-f, indicatif-imparfait, harm, They (f), Indicative,nuire
nuire, nui, 1-sg, indicatif-passe-simple, harm, I, Indicative,nuire
nuire, nui, 2-sg, indicatif-passe-simple, harm, You, Indicative,nuire
nuire, nui, 3-sg-m, indicatif-passe-simple, harm, He, Indicative,nuire
nuire, nui, 3-sg-f, indicatif-passe-simple, harm, She, Indicative,nuire
nuire, nui, 3-sg-n, indicatif-passe-simple, harm, It, Indicative,nuire
nuire, nui, 1-pl, indicatif-passe-simple, harm, We, Indicative,nuire
nuire, nui, 2-pl, indicatif-passe-simple, harm, You all, Indicative,nuire
nuire, nui, 3-pl-m, indicatif-passe-simple, harm, They (m), Indicative,nuire
nuire, nui, 3-pl-f, indicatif-passe-simple, harm, They (f), Indicative,nuire
nuire, nui, 1-sg, indicatif-present, harm, I, Indicative,nuire
nuire, nui, 2-sg, indicatif-present, harm, You, Indicative,nuire
nuire, nui, 3-sg-m, indicatif-present, harm, He, Indicative,nuire
nuire, nui, 3-sg-f, indicatif-present, harm, She, Indicative,nuire
nuire, nui, 3-sg-n, indicatif-present, harm, It, Indicative,nuire
nuire, nui, 1-pl, indicatif-present, harm, We, Indicative,nuire
nuire, nui, 2-pl, indicatif-present, harm, You all, Indicative,nuire
nuire, nui, 3-pl-m, indicatif-present, harm, They (m), Indicative,nuire
nuire, nui, 3-pl-f, indicatif-present, harm, They (f), Indicative,nuire
nuire, nui, 3-sg-m, participe-passe, harm, He, Participal,nuire
nuire, nui, 3-pl-m, participe-passe, harm, They (m), Participal,nuire
nuire, nui, 3-sg-f, participe-passe, harm, She, Participal,nuire
nuire, nui, 3-pl-f, participe-passe, harm, They (f), Participal,nuire
nuire, nui, 1-sg, subjonctif-imparfait, harm, I, Subjonctive,nuire
nuire, nui, 2-sg, subjonctif-imparfait, harm, You, Subjonctive,nuire
nuire, nui, 3-sg-m, subjonctif-imparfait, harm, He, Subjonctive,nuire
nuire, nui, 3-sg-f, subjonctif-imparfait, harm, She, Subjonctive,nuire
nuire, nui, 3-sg-n, subjonctif-imparfait, harm, It, Subjonctive,nuire
nuire, nui, 1-pl, subjonctif-imparfait, harm, We, Subjonctive,nuire
nuire, nui, 2-pl, subjonctif-imparfait, harm, You all, Subjonctive,nuire
nuire, nui, 3-pl-m, subjonctif-imparfait, harm, They (m), Subjonctive,nuire
nuire, nui, 3-pl-f, subjonctif-imparfait, harm, They (f), Subjonctive,nuire
nuire, nui, 1-sg, subjonctif-present, harm, I, Subjonctive,nuire
nuire, nui, 2-sg, subjonctif-present, harm, You, Subjonctive,nuire
nuire, nui, 3-sg-m, subjonctif-present, harm, He, Subjonctive,nuire
nuire, nui, 3-sg-f, subjonctif-present, harm, She, Subjonctive,nuire
nuire, nui, 3-sg-n, subjonctif-present, harm, It, Subjonctive,nuire
nuire, nui, 1-pl, subjonctif-present, harm, We, Subjonctive,nuire
nuire, nui, 2-pl, subjonctif-present, harm, You all, Subjonctive,nuire
nuire, nui, 3-pl-m, subjonctif-present, harm, They (m), Subjonctive,nuire
nuire, nui, 3-pl-f, subjonctif-present, harm, They (f), Subjonctive,nuire
ouir, o, 1-sg, conditionnel-present, hear, I, Conditional,ouir
ouir, o, 2-sg, conditionnel-present, hear, You, Conditional,ouir
ouir, o, 3-sg-m, conditionnel-present, hear, He, Conditional,ouir
ouir, o, 3-sg-f, conditionnel-present, hear, She, Conditional,ouir
ouir, o, 3-sg-n, conditionnel-present, hear, It, Conditional,ouir
ouir, o, 1-pl, conditionnel-present, hear, We, Conditional,ouir
ouir, o, 2-pl, conditionnel-present, hear, You all, Conditional,ouir
ouir, o, 3-pl-m, conditionnel-present, hear, They (m), Conditional,ouir
ouir, o, 3-pl-f, conditionnel-present, hear, They (f), Conditional,ouir
ouir, o, 1-sg, imperatif-present, hear, I, Imperative,ouir
ouir, o, 2-sg, imperatif-present, hear, You, Imperative,ouir
ouir, o, 3-sg-m, imperatif-present, hear, He, Imperative,ouir
ouir, o, 3-sg-f, imperatif-present, hear, She, Imperative,ouir
ouir, o, 3-sg-n, imperatif-present, hear, It, Imperative,ouir
ouir, o, 1-sg, indicatif-futur, hear, I, Indicative,ouir
ouir, o, 2-sg, indicatif-futur, hear, You, Indicative,ouir
ouir, o, 3-sg-m, indicatif-futur, hear, He, Indicative,ouir
ouir, o, 3-sg-f, indicatif-futur, hear, She, Indicative,ouir
ouir, o, 3-sg-n, indicatif-futur, hear, It, Indicative,ouir
ouir, o, 1-pl, indicatif-futur, hear, We, Indicative,ouir
ouir, o, 2-pl, indicatif-futur, hear, You all, Indicative,ouir
ouir, o, 3-pl-m, indicatif-futur, hear, They (m), Indicative,ouir
ouir, o, 3-pl-f, indicatif-futur, hear, They (f), Indicative,ouir
ouir, o, 1-sg, indicatif-imparfait, hear, I, Indicative,ouir
ouir, o, 2-sg, indicatif-imparfait, hear, You, Indicative,ouir
ouir, o, 3-sg-m, indicatif-imparfait, hear, He, Indicative,ouir
ouir, o, 3-sg-f, indicatif-imparfait, hear, She, Indicative,ouir
ouir, o, 3-sg-n, indicatif-imparfait, hear, It, Indicative,ouir
ouir, o, 1-pl, indicatif-imparfait, hear, We, Indicative,ouir
ouir, o, 2-pl, indicatif-imparfait, hear, You all, Indicative,ouir
ouir, o, 3-pl-m, indicatif-imparfait, hear, They (m), Indicative,ouir
ouir, o, 3-pl-f, indicatif-imparfait, hear, They (f), Indicative,ouir
ouir, o, 1-sg, indicatif-passe-simple, hear, I, Indicative,ouir
ouir, o, 2-sg, indicatif-passe-simple, hear, You, Indicative,ouir
ouir, o, 3-sg-m, indicatif-passe-simple, hear, He, Indicative,ouir
ouir, o, 3-sg-f, indicatif-passe-simple, hear, She, Indicative,ouir
ouir, o, 3-sg-n, indicatif-passe-simple, hear, It, Indicative,ouir
ouir, o, 1-pl, indicatif-passe-simple, hear, We, Indicative,ouir
ouir, o, 2-pl, indicatif-passe-simple, hear, You all, Indicative,ouir
ouir, o, 3-pl-m, indicatif-passe-simple, hear, They (m), Indicative,ouir
ouir, o, 3-pl-f, indicatif-passe-simple, hear, They (f), Indicative,ouir
ouir, o, 1-sg, indicatif-present, hear, I, Indicative,ouir
ouir, o, 2-sg, indicatif-present, hear, You, Indicative,ouir
ouir, o, 3-sg-m, indicatif-present, hear, He, Indicative,ouir
ouir, o, 3-sg-f, indicatif-present, hear, She, Indicative,ouir
ouir, o, 3-sg-n, indicatif-present, hear, It, Indicative,ouir
ouir, o, 1-pl, indicatif-present, hear, We, Indicative,ouir
ouir, o, 2-pl, indicatif-present, hear, You all, Indicative,ouir
ouir, o, 3-pl-m, indicatif-present, hear, They (m), Indicative,ouir
ouir, o, 3-pl-f, indicatif-present, hear, They (f), Indicative,ouir
ouir, o, 3-sg-m, participe-passe, hear, He, Participal,ouir
ouir, o, 3-pl-m, participe-passe, hear, They (m), Participal,ouir
ouir, o, 3-sg-f, participe-passe, hear, She, Participal,ouir
ouir, o, 3-pl-f, participe-passe, hear, They (f), Participal,ouir
ouir, o, 1-sg, subjonctif-imparfait, hear, I, Subjonctive,ouir
ouir, o, 2-sg, subjonctif-imparfait, hear, You, Subjonctive,ouir
ouir, o, 3-sg-m, subjonctif-imparfait, hear, He, Subjonctive,ouir
ouir, o, 3-sg-f, subjonctif-imparfait, hear, She, Subjonctive,ouir
ouir, o, 3-sg-n, subjonctif-imparfait, hear, It, Subjonctive,ouir
ouir, o, 1-pl, subjonctif-imparfait, hear, We, Subjonctive,ouir
ouir, o, 2-pl, subjonctif-imparfait, hear, You all, Subjonctive,ouir
ouir, o, 3-pl-m, subjonctif-imparfait, hear, They (m), Subjonctive,ouir
ouir, o, 3-pl-f, subjonctif-imparfait, hear, They (f), Subjonctive,ouir
ouir, o, 1-sg, subjonctif-present, hear, I, Subjonctive,ouir
ouir, o, 2-sg, subjonctif-present, hear, You, Subjonctive,ouir
ouir, o, 3-sg-m, subjonctif-present, hear, He, Subjonctive,ouir
ouir, o, 3-sg-f, subjonctif-present, hear, She, Subjonctive,ouir
ouir, o, 3-sg-n, subjonctif-present, hear, It, Subjonctive,ouir
ouir, o, 1-pl, subjonctif-present, hear, We, Subjonctive,ouir
ouir, o, 2-pl, subjonctif-present, hear, You all, Subjonctive,ouir
ouir, o, 3-pl-m, subjonctif-present, hear, They (m), Subjonctive,ouir
ouir, o, 3-pl-f, subjonctif-present, hear, They (f), Subjonctive,ouir
occire, occi, 1-sg, conditionnel-present, slay, I, Conditional,occire
occire, occi, 2-sg, conditionnel-present, slay, You, Conditional,occire
occire, occi, 3-sg-m, conditionnel-present, slay, He, Conditional,occire
occire, occi, 3-sg-f, conditionnel-present, slay, She, Conditional,occire
occire, occi, 3-sg-n, conditionnel-present, slay, It, Conditional,occire
occire, occi, 1-pl, conditionnel-present, slay, We, Conditional,occire
occire, occi, 2-pl, conditionnel-present, slay, You all, Conditional,occire
occire, occi, 3-pl-m, conditionnel-present, slay, They (m), Conditional,occire
occire, occi, 3-pl-f, conditionnel-present, slay, They (f), Conditional,occire
occire, occi, 1-sg, imperatif-present, slay, I, Imperative,occire
occire, occi, 2-sg, imperatif-present, slay, You, Imperative,occire
occire, occi, 3-sg-m, imperatif-present, slay, He, Imperative,occire
occire, occi, 3-sg-f, imperatif-present, slay, She, Imperative,occire
occire, occi, 3-sg-n, imperatif-present, slay, It, Imperative,occire
occire, occi, 1-sg, indicatif-futur, slay, I, Indicative,occire
occire, occi, 2-sg, indicatif-futur, slay, You, Indicative,occire
occire, occi, 3-sg-m, indicatif-futur, slay, He, Indicative,occire
occire, occi, 3-sg-f, indicatif-futur, slay, She, Indicative,occire
occire, occi, 3-sg-n, indicatif-futur, slay, It, Indicative,occire
occire, occi, 1-pl, indicatif-futur, slay, We, Indicative,occire
occire, occi, 2-pl, indicatif-futur, slay, You all, Indicative,occire
occire, occi, 3-pl-m, indicatif-futur, slay, They (m), Indicative,occire
occire, occi, 3-pl-f, indicatif-futur, slay, They (f), Indicative,occire
occire, occi, 1-sg, indicatif-imparfait, slay, I, Indicative,occire
occire, occi, 2-sg, indicatif-imparfait, slay, You, Indicative,occire
occire, occi, 3-sg-m, indicatif-imparfait, slay, He, Indicative,occire
occire, occi, 3-sg-f, indicatif-imparfait, slay, She, Indicative,occire
occire, occi, 3-sg-n, indicatif-imparfait, slay, It, Indicative,occire
occire, occi, 1-pl, indicatif-imparfait, slay, We, Indicative,occire
occire, occi, 2-pl, indicatif-imparfait, slay, You all, Indicative,occire
occire, occi, 3-pl-m, indicatif-imparfait, slay, They (m), Indicative,occire
occire, occi, 3-pl-f, indicatif-imparfait, slay, They (f), Indicative,occire
occire, occi, 1-sg, indicatif-passe-simple, slay, I, Indicative,occire
occire, occi, 2-sg, indicatif-passe-simple, slay, You, Indicative,occire
occire, occi, 3-sg-m, indicatif-passe-simple, slay, He, Indicative,occire
occire, occi, 3-sg-f, indicatif-passe-simple, slay, She, Indicative,occire
occire, occi, 3-sg-n, indicatif-passe-simple, slay, It, Indicative,occire
occire, occi, 1-pl, indicatif-passe-simple, slay, We, Indicative,occire
occire, occi, 2-pl, indicatif-passe-simple, slay, You all, Indicative,occire
occire, occi, 3-pl-m, indicatif-passe-simple, slay, They (m), Indicative,occire
occire, occi, 3-pl-f, indicatif-passe-simple, slay, They (f), Indicative,occire
occire, occi, 1-sg, indicatif-present, slay, I, Indicative,occire
occire, occi, 2-sg, indicatif-present, slay, You, Indicative,occire
occire, occi, 3-sg-m, indicatif-present, slay, He, Indicative,occire
occire, occi, 3-sg-f, indicatif-present, slay, She, Indicative,occire
occire, occi, 3-sg-n, indicatif-present, slay, It, Indicative,occire
occire, occi, 1-pl, indicatif-present, slay, We, Indicative,occire
occire, occi, 2-pl, indicatif-present, slay, You all, Indicative,occire
occire, occi, 3-pl-m, indicatif-present, slay, They (m), Indicative,occire
occire, occi, 3-pl-f, indicatif-present, slay, They (f), Indicative,occire
occire, occi, 3-sg-m, participe-passe, slay, He, Participal,occire
occire, occi, 3-pl-m, participe-passe, slay, They (m), Participal,occire
occire, occi, 3-sg-f, participe-passe, slay, She, Participal,occire
occire, occi, 3-pl-f, participe-passe, slay, They (f), Participal,occire
occire, occi, 1-sg, subjonctif-imparfait, slay, I, Subjonctive,occire
occire, occi, 2-sg, subjonctif-imparfait, slay, You, Subjonctive,occire
occire, occi, 3-sg-m, subjonctif-imparfait, slay, He, Subjonctive,occire
occire, occi, 3-sg-f, subjonctif-imparfait, slay, She, Subjonctive,occire
occire, occi, 3-sg-n, subjonctif-imparfait, slay, It, Subjonctive,occire
occire, occi, 1-pl, subjonctif-imparfait, slay, We, Subjonctive,occire
occire, occi, 2-pl, subjonctif-imparfait, slay, You all, Subjonctive,occire
occire, occi, 3-pl-m, subjonctif-imparfait, slay, They (m), Subjonctive,occire
occire, occi, 3-pl-f, subjonctif-imparfait, slay, They (f), Subjonctive,occire
occire, occi, 1-sg, subjonctif-present, slay, I, Subjonctive,occire
occire, occi, 2-sg, subjonctif-present, slay, You, Subjonctive,occire
occire, occi, 3-sg-m, subjonctif-present, slay, He, Subjonctive,occire
occire, occi, 3-sg-f, subjonctif-present, slay, She, Subjonctive,occire
occire, occi, 3-sg-n, subjonctif-present, slay, It, Subjonctive,occire
occire, occi, 1-pl, subjonctif-present, slay, We, Subjonctive,occire
occire, occi, 2-pl, subjonctif-present, slay, You all, Subjonctive,occire
occire, occi, 3-pl-m, subjonctif-present, slay, They (m), Subjonctive,occire
occire, occi, 3-pl-f, subjonctif-present, slay, They (f), Subjonctive,occire
oindre, oi, 1-sg, conditionnel-present, anoint, I, Conditional,oindre
oindre, oi, 2-sg, conditionnel-present, anoint, You, Conditional,oindre
oindre, oi, 3-sg-m, conditionnel-present, anoint, He, Conditional,oindre
oindre, oi, 3-sg-f, conditionnel-present, anoint, She, Conditional,oindre
oindre, oi, 3-sg-n, conditionnel-present, anoint, It, Conditional,oindre
oindre, oi, 1-pl, conditionnel-present, anoint, We, Conditional,oindre
oindre, oi, 2-pl, conditionnel-present, anoint, You all, Conditional,oindre
oindre, oi, 3-pl-m, conditionnel-present, anoint, They (m), Conditional,oindre
oindre, oi, 3-pl-f, conditionnel-present, anoint, They (f), Conditional,oindre
oindre, oi, 1-sg, imperatif-present, anoint, I, Imperative,oindre
oindre, oi, 2-sg, imperatif-present, anoint, You, Imperative,oindre
oindre, oi, 3-sg-m, imperatif-present, anoint, He, Imperative,oindre
oindre, oi, 3-sg-f, imperatif-present, anoint, She, Imperative,oindre
oindre, oi, 3-sg-n, imperatif-present, anoint, It, Imperative,oindre
oindre, oi, 1-sg, indicatif-futur, anoint, I, Indicative,oindre
oindre, oi, 2-sg, indicatif-futur, anoint, You, Indicative,oindre
oindre, oi, 3-sg-m, indicatif-futur, anoint, He, Indicative,oindre
oindre, oi, 3-sg-f, indicatif-futur, anoint, She, Indicative,oindre
oindre, oi, 3-sg-n, indicatif-futur, anoint, It, Indicative,oindre
oindre, oi, 1-pl, indicatif-futur, anoint, We, Indicative,oindre
oindre, oi, 2-pl, indicatif-futur, anoint, You all, Indicative,oindre
oindre, oi, 3-pl-m, indicatif-futur, anoint, They (m), Indicative,oindre
oindre, oi, 3-pl-f, indicatif-futur, anoint, They (f), Indicative,oindre
oindre, oi, 1-sg, indicatif-imparfait, anoint, I, Indicative,oindre
oindre, oi, 2-sg, indicatif-imparfait, anoint, You, Indicative,oindre
oindre, oi, 3-sg-m, indicatif-imparfait, anoint, He, Indicative,oindre
oindre, oi, 3-sg-f, indicatif-imparfait, anoint, She, Indicative,oindre
oindre, oi, 3-sg-n, indicatif-imparfait, anoint, It, Indicative,oindre
oindre, oi, 1-pl, indicatif-imparfait, anoint, We, Indicative,oindre
oindre, oi, 2-pl, indicatif-imparfait, anoint, You all, Indicative,oindre
oindre, oi, 3-pl-m, indicatif-imparfait, anoint, They (m), Indicative,oindre
oindre, oi, 3-pl-f, indicatif-imparfait, anoint, They (f), Indicative,oindre
oindre, oi, 1-sg, indicatif-passe-simple, anoint, I, Indicative,oindre
oindre, oi, 2-sg, indicatif-passe-simple, anoint, You, Indicative,oindre
oindre, oi, 3-sg-m, indicatif-passe-simple, anoint, He, Indicative,oindre
oindre, oi, 3-sg-f, indicatif-passe-simple, anoint, She, Indicative,oindre
oindre, oi, 3-sg-n, indicatif-passe-simple, anoint, It, Indicative,oindre
oindre, oi, 1-pl, indicatif-passe-simple, anoint, We, Indicative,oindre
oindre, oi, 2-pl, indicatif-passe-simple, anoint, You all, Indicative,oindre
oindre, oi, 3-pl-m, indicatif-passe-simple, anoint, They (m), Indicative,oindre
oindre, oi, 3-pl-f, indicatif-passe-simple, anoint, They (f), Indicative,oindre
oindre, oi, 1-sg, indicatif-present, anoint, I, Indicative,oindre
oindre, oi, 2-sg, indicatif-present, anoint, You, Indicative,oindre
oindre, oi, 3-sg-m, indicatif-present, anoint, He, Indicative,oindre
oindre, oi, 3-sg-f, indicatif-present, anoint, She, Indicative,oindre
oindre, oi, 3-sg-n, indicatif-present, anoint, It, Indicative,oindre
oindre, oi, 1-pl, indicatif-present, anoint, We, Indicative,oindre
oindre, oi, 2-pl, indicatif-present, anoint, You all, Indicative,oindre
oindre, oi, 3-pl-m, indicatif-present, anoint, They (m), Indicative,oindre
oindre, oi, 3-pl-f, indicatif-present, anoint, They (f), Indicative,oindre
oindre, oi, 3-sg-m, participe-passe, anoint, He, Participal,oindre
oindre, oi, 3-pl-m, participe-passe, anoint, They (m), Participal,oindre
oindre, oi, 3-sg-f, participe-passe, anoint, She, Participal,oindre
oindre, oi, 3-pl-f, participe-passe, anoint, They (f), Participal,oindre
oindre, oi, 1-sg, subjonctif-imparfait, anoint, I, Subjonctive,oindre
oindre, oi, 2-sg, subjonctif-imparfait, anoint, You, Subjonctive,oindre
oindre, oi, 3-sg-m, subjonctif-imparfait, anoint, He, Subjonctive,oindre
oindre, oi, 3-sg-f, subjonctif-imparfait, anoint, She, Subjonctive,oindre
oindre, oi, 3-sg-n, subjonctif-imparfait, anoint, It, Subjonctive,oindre
oindre, oi, 1-pl, subjonctif-imparfait, anoint, We, Subjonctive,oindre
oindre, oi, 2-pl, subjonctif-imparfait, anoint, You all, Subjonctive,oindre
oindre, oi, 3-pl-m, subjonctif-imparfait, anoint, They (m), Subjonctive,oindre
oindre, oi, 3-pl-f, subjonctif-imparfait, anoint, They (f), Subjonctive,oindre
oindre, oi, 1-sg, subjonctif-present, anoint, I, Subjonctive,oindre
oindre, oi, 2-sg, subjonctif-present, anoint, You, Subjonctive,oindre
oindre, oi, 3-sg-m, subjonctif-present, anoint, He, Subjonctive,oindre
oindre, oi, 3-sg-f, subjonctif-present, anoint, She, Subjonctive,oindre
oindre, oi, 3-sg-n, subjonctif-present, anoint, It, Subjonctive,oindre
oindre, oi, 1-pl, subjonctif-present, anoint, We, Subjonctive,oindre
oindre, oi, 2-pl, subjonctif-present, anoint, You all, Subjonctive,oindre
oindre, oi, 3-pl-m, subjonctif-present, anoint, They (m), Subjonctive,oindre
oindre, oi, 3-pl-f, subjonctif-present, anoint, They (f), Subjonctive,oindre
ouvrir, ouv, 1-sg, conditionnel-present, open, I, Conditional,ouvrir
ouvrir, ouv, 2-sg, conditionnel-present, open, You, Conditional,ouvrir
ouvrir, ouv, 3-sg-m, conditionnel-present, open, He, Conditional,ouvrir
ouvrir, ouv, 3-sg-f, conditionnel-present, open, She, Conditional,ouvrir
ouvrir, ouv, 3-sg-n, conditionnel-present, open, It, Conditional,ouvrir
ouvrir, ouv, 1-pl, conditionnel-present, open, We, Conditional,ouvrir
ouvrir, ouv, 2-pl, conditionnel-present, open, You all, Conditional,ouvrir
ouvrir, ouv, 3-pl-m, conditionnel-present, open, They (m), Conditional,ouvrir
ouvrir, ouv, 3-pl-f, conditionnel-present, open, They (f), Conditional,ouvrir
ouvrir, ouv, 1-sg, imperatif-present, open, I, Imperative,ouvrir
ouvrir, ouv, 2-sg, imperatif-present, open, You, Imperative,ouvrir
ouvrir, ouv, 3-sg-m, imperatif-present, open, He, Imperative,ouvrir
ouvrir, ouv, 3-sg-f, imperatif-present, open, She, Imperative,ouvrir
ouvrir, ouv, 3-sg-n, imperatif-present, open, It, Imperative,ouvrir
ouvrir, ouv, 1-sg, indicatif-futur, open, I, Indicative,ouvrir
ouvrir, ouv, 2-sg, indicatif-futur, open, You, Indicative,ouvrir
ouvrir, ouv, 3-sg-m, indicatif-futur, open, He, Indicative,ouvrir
ouvrir, ouv, 3-sg-f, indicatif-futur, open, She, Indicative,ouvrir
ouvrir, ouv, 3-sg-n, indicatif-futur, open, It, Indicative,ouvrir
ouvrir, ouv, 1-pl, indicatif-futur, open, We, Indicative,ouvrir
ouvrir, ouv, 2-pl, indicatif-futur, open, You all, Indicative,ouvrir
ouvrir, ouv, 3-pl-m, indicatif-futur, open, They (m), Indicative,ouvrir
ouvrir, ouv, 3-pl-f, indicatif-futur, open, They (f), Indicative,ouvrir
ouvrir, ouv, 1-sg, indicatif-imparfait, open, I, Indicative,ouvrir
ouvrir, ouv, 2-sg, indicatif-imparfait, open, You, Indicative,ouvrir
ouvrir, ouv, 3-sg-m, indicatif-imparfait, open, He, Indicative,ouvrir
ouvrir, ouv, 3-sg-f, indicatif-imparfait, open, She, Indicative,ouvrir
ouvrir, ouv, 3-sg-n, indicatif-imparfait, open, It, Indicative,ouvrir
ouvrir, ouv, 1-pl, indicatif-imparfait, open, We, Indicative,ouvrir
ouvrir, ouv, 2-pl, indicatif-imparfait, open, You all, Indicative,ouvrir
ouvrir, ouv, 3-pl-m, indicatif-imparfait, open, They (m), Indicative,ouvrir
ouvrir, ouv, 3-pl-f, indicatif-imparfait, open, They (f), Indicative,ouvrir
ouvrir, ouv, 1-sg, indicatif-passe-simple, open, I, Indicative,ouvrir
ouvrir, ouv, 2-sg, indicatif-passe-simple, open, You, Indicative,ouvrir
ouvrir, ouv, 3-sg-m, indicatif-passe-simple, open, He, Indicative,ouvrir
ouvrir, ouv, 3-sg-f, indicatif-passe-simple, open, She, Indicative,ouvrir
ouvrir, ouv, 3-sg-n, indicatif-passe-simple, open, It, Indicative,ouvrir
ouvrir, ouv, 1-pl, indicatif-passe-simple, open, We, Indicative,ouvrir
ouvrir, ouv, 2-pl, indicatif-passe-simple, open, You all, Indicative,ouvrir
ouvrir, ouv, 3-pl-m, indicatif-passe-simple, open, They (m), Indicative,ouvrir
ouvrir, ouv, 3-pl-f, indicatif-passe-simple, open, They (f), Indicative,ouvrir
ouvrir, ouv, 1-sg, indicatif-present, open, I, Indicative,ouvrir
ouvrir, ouv, 2-sg, indicatif-present, open, You, Indicative,ouvrir
ouvrir, ouv, 3-sg-m, indicatif-present, open, He, Indicative,ouvrir
ouvrir, ouv, 3-sg-f, indicatif-present, open, She, Indicative,ouvrir
ouvrir, ouv, 3-sg-n, indicatif-present, open, It, Indicative,ouvrir
ouvrir, ouv, 1-pl, indicatif-present, open, We, Indicative,ouvrir
ouvrir, ouv, 2-pl, indicatif-present, open, You all, Indicative,ouvrir
