Verb,conjugation,subject,option,verb_translation,subject_translation,option_translation,verb_base
cremer, cr, 3-pl-f, subjonctif-present, ice, They (f), Subjonctive,cremer
craindre, crai, 1-sg, conditionnel-present, be afraid, I, Conditional,craindre
craindre, crai, 2-sg, conditionnel-present, be afraid, You, Conditional,craindre
craindre, crai, 3-sg-m, conditionnel-present, be afraid, He, Conditional,craindre
craindre, crai, 3-sg-f, conditionnel-present, be afraid, She, Conditional,craindre
craindre, crai, 3-sg-n, conditionnel-present, be afraid, It, Conditional,craindre
craindre, crai, 1-pl, conditionnel-present, be afraid, We, Conditional,craindre
craindre, crai, 2-pl, conditionnel-present, be afraid, You all, Conditional,craindre
craindre, crai, 3-pl-m, conditionnel-present, be afraid, They (m), Conditional,craindre
craindre, crai, 3-pl-f, conditionnel-present, be afraid, They (f), Conditional,craindre
craindre, crai, 1-sg, imperatif-present, be afraid, I, Imperative,craindre
craindre, crai, 2-sg, imperatif-present, be afraid, You, Imperative,craindre
craindre, crai, 3-sg-m, imperatif-present, be afraid, He, Imperative,craindre
craindre, crai, 3-sg-f, imperatif-present, be afraid, She, Imperative,craindre
craindre, crai, 3-sg-n, imperatif-present, be afraid, It, Imperative,craindre
craindre, crai, 1-sg, indicatif-futur, be afraid, I, Indicative,craindre
craindre, crai, 2-sg, indicatif-futur, be afraid, You, Indicative,craindre
craindre, crai, 3-sg-m, indicatif-futur, be afraid, He, Indicative,craindre
craindre, crai, 3-sg-f, indicatif-futur, be afraid, She, Indicative,craindre
craindre, crai, 3-sg-n, indicatif-futur, be afraid, It, Indicative,craindre
craindre, crai, 1-pl, indicatif-futur, be afraid, We, Indicative,craindre
craindre, crai, 2-pl, indicatif-futur, be afraid, You all, Indicative,craindre
craindre, crai, 3-pl-m, indicatif-futur, be afraid, They (m), Indicative,craindre
craindre, crai, 3-pl-f, indicatif-futur, be afraid, They (f), Indicative,craindre
craindre, crai, 1-sg, indicatif-imparfait, be afraid, I, Indicative,craindre
craindre, crai, 2-sg, indicatif-imparfait, be afraid, You, Indicative,craindre
craindre, crai, 3-sg-m, indicatif-imparfait, be afraid, He, Indicative,craindre
craindre, crai, 3-sg-f, indicatif-imparfait, be afraid, She, Indicative,craindre
craindre, crai, 3-sg-n, indicatif-imparfait, be afraid, It, Indicative,craindre
craindre, crai, 1-pl, indicatif-imparfait, be afraid, We, Indicative,craindre
craindre, crai, 2-pl, indicatif-imparfait, be afraid, You all, Indicative,craindre
craindre, crai, 3-pl-m, indicatif-imparfait, be afraid, They (m), Indicative,craindre
craindre, crai, 3-pl-f, indicatif-imparfait, be afraid, They (f), Indicative,craindre
craindre, crai, 1-sg, indicatif-passe-simple, be afraid, I, Indicative,craindre
craindre, crai, 2-sg, indicatif-passe-simple, be afraid, You, Indicative,craindre
craindre, crai, 3-sg-m, indicatif-passe-simple, be afraid, He, Indicative,craindre
craindre, crai, 3-sg-f, indicatif-passe-simple, be afraid, She, Indicative,craindre
craindre, crai, 3-sg-n, indicatif-passe-simple, be afraid, It, Indicative,craindre
craindre, crai, 1-pl, indicatif-passe-simple, be afraid, We, Indicative,craindre
craindre, crai, 2-pl, indicatif-passe-simple, be afraid, You all, Indicative,craindre
craindre, crai, 3-pl-m, indicatif-passe-simple, be afraid, They (m), Indicative,craindre
craindre, crai, 3-pl-f, indicatif-passe-simple, be afraid, They (f), Indicative,craindre
craindre, crai, 1-sg, indicatif-present, be afraid, I, Indicative,craindre
craindre, crai, 2-sg, indicatif-present, be afraid, You, Indicative,craindre
craindre, crai, 3-sg-m, indicatif-present, be afraid, He, Indicative,craindre
craindre, crai, 3-sg-f, indicatif-present, be afraid, She, Indicative,craindre
craindre, crai, 3-sg-n, indicatif-present, be afraid, It, Indicative,craindre
craindre, crai, 1-pl, indicatif-present, be afraid, We, Indicative,craindre
craindre, crai, 2-pl, indicatif-present, be afraid, You all, Indicative,craindre
craindre, crai, 3-pl-m, indicatif-present, be afraid, They (m), Indicative,craindre
craindre, crai, 3-pl-f, indicatif-present, be afraid, They (f), Indicative,craindre
craindre, crai, 3-sg-m, participe-passe, be afraid, He, Participal,craindre
craindre, crai, 3-pl-m, participe-passe, be afraid, They (m), Participal,craindre
craindre, crai, 3-sg-f, participe-passe, be afraid, She, Participal,craindre
craindre, crai, 3-pl-f, participe-passe, be afraid, They (f), Participal,craindre
craindre, crai, 1-sg, subjonctif-imparfait, be afraid, I, Subjonctive,craindre
craindre, crai, 2-sg, subjonctif-imparfait, be afraid, You, Subjonctive,craindre
craindre, crai, 3-sg-m, subjonctif-imparfait, be afraid, He, Subjonctive,craindre
craindre, crai, 3-sg-f, subjonctif-imparfait, be afraid, She, Subjonctive,craindre
craindre, crai, 3-sg-n, subjonctif-imparfait, be afraid, It, Subjonctive,craindre
craindre, crai, 1-pl, subjonctif-imparfait, be afraid, We, Subjonctive,craindre
craindre, crai, 2-pl, subjonctif-imparfait, be afraid, You all, Subjonctive,craindre
craindre, crai, 3-pl-m, subjonctif-imparfait, be afraid, They (m), Subjonctive,craindre
craindre, crai, 3-pl-f, subjonctif-imparfait, be afraid, They (f), Subjonctive,craindre
craindre, crai, 1-sg, subjonctif-present, be afraid, I, Subjonctive,craindre
craindre, crai, 2-sg, subjonctif-present, be afraid, You, Subjonctive,craindre
craindre, crai, 3-sg-m, subjonctif-present, be afraid, He, Subjonctive,craindre
craindre, crai, 3-sg-f, subjonctif-present, be afraid, She, Subjonctive,craindre
craindre, crai, 3-sg-n, subjonctif-present, be afraid, It, Subjonctive,craindre
craindre, crai, 1-pl, subjonctif-present, be afraid, We, Subjonctive,craindre
craindre, crai, 2-pl, subjonctif-present, be afraid, You all, Subjonctive,craindre
craindre, crai, 3-pl-m, subjonctif-present, be afraid, They (m), Subjonctive,craindre
craindre, crai, 3-pl-f, subjonctif-present, be afraid, They (f), Subjonctive,craindre
cueillir, cueill, 1-sg, conditionnel-present, pick, I, Conditional,cueillir
cueillir, cueill, 2-sg, conditionnel-present, pick, You, Conditional,cueillir
cueillir, cueill, 3-sg-m, conditionnel-present, pick, He, Conditional,cueillir
cueillir, cueill, 3-sg-f, conditionnel-present, pick, She, Conditional,cueillir
cueillir, cueill, 3-sg-n, conditionnel-present, pick, It, Conditional,cueillir
cueillir, cueill, 1-pl, conditionnel-present, pick, We, Conditional,cueillir
cueillir, cueill, 2-pl, conditionnel-present, pick, You all, Conditional,cueillir
cueillir, cueill, 3-pl-m, conditionnel-present, pick, They (m), Conditional,cueillir
cueillir, cueill, 3-pl-f, conditionnel-present, pick, They (f), Conditional,cueillir
cueillir, cueill, 1-sg, imperatif-present, pick, I, Imperative,cueillir
cueillir, cueill, 2-sg, imperatif-present, pick, You, Imperative,cueillir
cueillir, cueill, 3-sg-m, imperatif-present, pick, He, Imperative,cueillir
cueillir, cueill, 3-sg-f, imperatif-present, pick, She, Imperative,cueillir
cueillir, cueill, 3-sg-n, imperatif-present, pick, It, Imperative,cueillir
cueillir, cueill, 1-sg, indicatif-futur, pick, I, Indicative,cueillir
cueillir, cueill, 2-sg, indicatif-futur, pick, You, Indicative,cueillir
cueillir, cueill, 3-sg-m, indicatif-futur, pick, He, Indicative,cueillir
cueillir, cueill, 3-sg-f, indicatif-futur, pick, She, Indicative,cueillir
cueillir, cueill, 3-sg-n, indicatif-futur, pick, It, Indicative,cueillir
cueillir, cueill, 1-pl, indicatif-futur, pick, We, Indicative,cueillir
cueillir, cueill, 2-pl, indicatif-futur, pick, You all, Indicative,cueillir
cueillir, cueill, 3-pl-m, indicatif-futur, pick, They (m), Indicative,cueillir
cueillir, cueill, 3-pl-f, indicatif-futur, pick, They (f), Indicative,cueillir
cueillir, cueill, 1-sg, indicatif-imparfait, pick, I, Indicative,cueillir
cueillir, cueill, 2-sg, indicatif-imparfait, pick, You, Indicative,cueillir
cueillir, cueill, 3-sg-m, indicatif-imparfait, pick, He, Indicative,cueillir
cueillir, cueill, 3-sg-f, indicatif-imparfait, pick, She, Indicative,cueillir
cueillir, cueill, 3-sg-n, indicatif-imparfait, pick, It, Indicative,cueillir
cueillir, cueill, 1-pl, indicatif-imparfait, pick, We, Indicative,cueillir
cueillir, cueill, 2-pl, indicatif-imparfait, pick, You all, Indicative,cueillir
cueillir, cueill, 3-pl-m, indicatif-imparfait, pick, They (m), Indicative,cueillir
cueillir, cueill, 3-pl-f, indicatif-imparfait, pick, They (f), Indicative,cueillir
cueillir, cueill, 1-sg, indicatif-passe-simple, pick, I, Indicative,cueillir
cueillir, cueill, 2-sg, indicatif-passe-simple, pick, You, Indicative,cueillir
cueillir, cueill, 3-sg-m, indicatif-passe-simple, pick, He, Indicative,cueillir
cueillir, cueill, 3-sg-f, indicatif-passe-simple, pick, She, Indicative,cueillir
cueillir, cueill, 3-sg-n, indicatif-passe-simple, pick, It, Indicative,cueillir
cueillir, cueill, 1-pl, indicatif-passe-simple, pick, We, Indicative,cueillir
cueillir, cueill, 2-pl, indicatif-passe-simple, pick, You all, Indicative,cueillir
cueillir, cueill, 3-pl-m, indicatif-passe-simple, pick, They (m), Indicative,cueillir
cueillir, cueill, 3-pl-f, indicatif-passe-simple, pick, They (f), Indicative,cueillir
cueillir, cueill, 1-sg, indicatif-present, pick, I, Indicative,cueillir
cueillir, cueill, 2-sg, indicatif-present, pick, You, Indicative,cueillir
cueillir, cueill, 3-sg-m, indicatif-present, pick, He, Indicative,cueillir
cueillir, cueill, 3-sg-f, indicatif-present, pick, She, Indicative,cueillir
cueillir, cueill, 3-sg-n, indicatif-present, pick, It, Indicative,cueillir
cueillir, cueill, 1-pl, indicatif-present, pick, We, Indicative,cueillir
cueillir, cueill, 2-pl, indicatif-present, pick, You all, Indicative,cueillir
cueillir, cueill, 3-pl-m, indicatif-present, pick, They (m), Indicative,cueillir
cueillir, cueill, 3-pl-f, indicatif-present, pick, They (f), Indicative,cueillir
cueillir, cueill, 3-sg-m, participe-passe, pick, He, Participal,cueillir
cueillir, cueill, 3-pl-m, participe-passe, pick, They (m), Participal,cueillir
cueillir, cueill, 3-sg-f, participe-passe, pick, She, Participal,cueillir
cueillir, cueill, 3-pl-f, participe-passe, pick, They (f), Participal,cueillir
cueillir, cueill, 1-sg, subjonctif-imparfait, pick, I, Subjonctive,cueillir
cueillir, cueill, 2-sg, subjonctif-imparfait, pick, You, Subjonctive,cueillir
cueillir, cueill, 3-sg-m, subjonctif-imparfait, pick, He, Subjonctive,cueillir
cueillir, cueill, 3-sg-f, subjonctif-imparfait, pick, She, Subjonctive,cueillir
cueillir, cueill, 3-sg-n, subjonctif-imparfait, pick, It, Subjonctive,cueillir
cueillir, cueill, 1-pl, subjonctif-imparfait, pick, We, Subjonctive,cueillir
cueillir, cueill, 2-pl, subjonctif-imparfait, pick, You all, Subjonctive,cueillir
cueillir, cueill, 3-pl-m, subjonctif-imparfait, pick, They (m), Subjonctive,cueillir
cueillir, cueill, 3-pl-f, subjonctif-imparfait, pick, They (f), Subjonctive,cueillir
cueillir, cueill, 1-sg, subjonctif-present, pick, I, Subjonctive,cueillir
cueillir, cueill, 2-sg, subjonctif-present, pick, You, Subjonctive,cueillir
cueillir, cueill, 3-sg-m, subjonctif-present, pick, He, Subjonctive,cueillir
cueillir, cueill, 3-sg-f, subjonctif-present, pick, She, Subjonctive,cueillir
cueillir, cueill, 3-sg-n, subjonctif-present, pick, It, Subjonctive,cueillir
cueillir, cueill, 1-pl, subjonctif-present, pick, We, Subjonctive,cueillir
cueillir, cueill, 2-pl, subjonctif-present, pick, You all, Subjonctive,cueillir
cueillir, cueill, 3-pl-m, subjonctif-present, pick, They (m), Subjonctive,cueillir
cueillir, cueill, 3-pl-f, subjonctif-present, pick, They (f), Subjonctive,cueillir
celebrer, c̩l, 1-sg, conditionnel-present, celebrate, I, Conditional,celebrer
celebrer, c̩l, 2-sg, conditionnel-present, celebrate, You, Conditional,celebrer
celebrer, c̩l, 3-sg-m, conditionnel-present, celebrate, He, Conditional,celebrer
celebrer, c̩l, 3-sg-f, conditionnel-present, celebrate, She, Conditional,celebrer
celebrer, c̩l, 3-sg-n, conditionnel-present, celebrate, It, Conditional,celebrer
celebrer, c̩l, 1-pl, conditionnel-present, celebrate, We, Conditional,celebrer
celebrer, c̩l, 2-pl, conditionnel-present, celebrate, You all, Conditional,celebrer
celebrer, c̩l, 3-pl-m, conditionnel-present, celebrate, They (m), Conditional,celebrer
celebrer, c̩l, 3-pl-f, conditionnel-present, celebrate, They (f), Conditional,celebrer
celebrer, c̩l, 1-sg, imperatif-present, celebrate, I, Imperative,celebrer
celebrer, c̩l, 2-sg, imperatif-present, celebrate, You, Imperative,celebrer
celebrer, c̩l, 3-sg-m, imperatif-present, celebrate, He, Imperative,celebrer
celebrer, c̩l, 3-sg-f, imperatif-present, celebrate, She, Imperative,celebrer
celebrer, c̩l, 3-sg-n, imperatif-present, celebrate, It, Imperative,celebrer
celebrer, c̩l, 1-sg, indicatif-futur, celebrate, I, Indicative,celebrer
celebrer, c̩l, 2-sg, indicatif-futur, celebrate, You, Indicative,celebrer
celebrer, c̩l, 3-sg-m, indicatif-futur, celebrate, He, Indicative,celebrer
celebrer, c̩l, 3-sg-f, indicatif-futur, celebrate, She, Indicative,celebrer
celebrer, c̩l, 3-sg-n, indicatif-futur, celebrate, It, Indicative,celebrer
celebrer, c̩l, 1-pl, indicatif-futur, celebrate, We, Indicative,celebrer
celebrer, c̩l, 2-pl, indicatif-futur, celebrate, You all, Indicative,celebrer
celebrer, c̩l, 3-pl-m, indicatif-futur, celebrate, They (m), Indicative,celebrer
celebrer, c̩l, 3-pl-f, indicatif-futur, celebrate, They (f), Indicative,celebrer
celebrer, c̩l, 1-sg, indicatif-imparfait, celebrate, I, Indicative,celebrer
celebrer, c̩l, 2-sg, indicatif-imparfait, celebrate, You, Indicative,celebrer
celebrer, c̩l, 3-sg-m, indicatif-imparfait, celebrate, He, Indicative,celebrer
celebrer, c̩l, 3-sg-f, indicatif-imparfait, celebrate, She, Indicative,celebrer
celebrer, c̩l, 3-sg-n, indicatif-imparfait, celebrate, It, Indicative,celebrer
celebrer, c̩l, 1-pl, indicatif-imparfait, celebrate, We, Indicative,celebrer
celebrer, c̩l, 2-pl, indicatif-imparfait, celebrate, You all, Indicative,celebrer
celebrer, c̩l, 3-pl-m, indicatif-imparfait, celebrate, They (m), Indicative,celebrer
celebrer, c̩l, 3-pl-f, indicatif-imparfait, celebrate, They (f), Indicative,celebrer
celebrer, c̩l, 1-sg, indicatif-passe-simple, celebrate, I, Indicative,celebrer
celebrer, c̩l, 2-sg, indicatif-passe-simple, celebrate, You, Indicative,celebrer
celebrer, c̩l, 3-sg-m, indicatif-passe-simple, celebrate, He, Indicative,celebrer
celebrer, c̩l, 3-sg-f, indicatif-passe-simple, celebrate, She, Indicative,celebrer
celebrer, c̩l, 3-sg-n, indicatif-passe-simple, celebrate, It, Indicative,celebrer
celebrer, c̩l, 1-pl, indicatif-passe-simple, celebrate, We, Indicative,celebrer
celebrer, c̩l, 2-pl, indicatif-passe-simple, celebrate, You all, Indicative,celebrer
celebrer, c̩l, 3-pl-m, indicatif-passe-simple, celebrate, They (m), Indicative,celebrer
celebrer, c̩l, 3-pl-f, indicatif-passe-simple, celebrate, They (f), Indicative,celebrer
celebrer, c̩l, 1-sg, indicatif-present, celebrate, I, Indicative,celebrer
celebrer, c̩l, 2-sg, indicatif-present, celebrate, You, Indicative,celebrer
celebrer, c̩l, 3-sg-m, indicatif-present, celebrate, He, Indicative,celebrer
celebrer, c̩l, 3-sg-f, indicatif-present, celebrate, She, Indicative,celebrer
celebrer, c̩l, 3-sg-n, indicatif-present, celebrate, It, Indicative,celebrer
celebrer, c̩l, 1-pl, indicatif-present, celebrate, We, Indicative,celebrer
celebrer, c̩l, 2-pl, indicatif-present, celebrate, You all, Indicative,celebrer
celebrer, c̩l, 3-pl-m, indicatif-present, celebrate, They (m), Indicative,celebrer
celebrer, c̩l, 3-pl-f, indicatif-present, celebrate, They (f), Indicative,celebrer
celebrer, c̩l, 3-sg-m, participe-passe, celebrate, He, Participal,celebrer
celebrer, c̩l, 3-pl-m, participe-passe, celebrate, They (m), Participal,celebrer
celebrer, c̩l, 3-sg-f, participe-passe, celebrate, She, Participal,celebrer
celebrer, c̩l, 3-pl-f, participe-passe, celebrate, They (f), Participal,celebrer
celebrer, c̩l, 1-sg, subjonctif-imparfait, celebrate, I, Subjonctive,celebrer
celebrer, c̩l, 2-sg, subjonctif-imparfait, celebrate, You, Subjonctive,celebrer
celebrer, c̩l, 3-sg-m, subjonctif-imparfait, celebrate, He, Subjonctive,celebrer
celebrer, c̩l, 3-sg-f, subjonctif-imparfait, celebrate, She, Subjonctive,celebrer
celebrer, c̩l, 3-sg-n, subjonctif-imparfait, celebrate, It, Subjonctive,celebrer
celebrer, c̩l, 1-pl, subjonctif-imparfait, celebrate, We, Subjonctive,celebrer
celebrer, c̩l, 2-pl, subjonctif-imparfait, celebrate, You all, Subjonctive,celebrer
celebrer, c̩l, 3-pl-m, subjonctif-imparfait, celebrate, They (m), Subjonctive,celebrer
celebrer, c̩l, 3-pl-f, subjonctif-imparfait, celebrate, They (f), Subjonctive,celebrer
celebrer, c̩l, 1-sg, subjonctif-present, celebrate, I, Subjonctive,celebrer
celebrer, c̩l, 2-sg, subjonctif-present, celebrate, You, Subjonctive,celebrer
celebrer, c̩l, 3-sg-m, subjonctif-present, celebrate, He, Subjonctive,celebrer
celebrer, c̩l, 3-sg-f, subjonctif-present, celebrate, She, Subjonctive,celebrer
celebrer, c̩l, 3-sg-n, subjonctif-present, celebrate, It, Subjonctive,celebrer
celebrer, c̩l, 1-pl, subjonctif-present, celebrate, We, Subjonctive,celebrer
celebrer, c̩l, 2-pl, subjonctif-present, celebrate, You all, Subjonctive,celebrer
celebrer, c̩l, 3-pl-m, subjonctif-present, celebrate, They (m), Subjonctive,celebrer
